Database	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Biological Process	GO:0019748	(BP)secondary metabolic process	7/228	57/18870	5.42492393718308e-06	0.0000764697278185327	0.000050343294137059	TYR/AKR1B1/CYP3A4/CYP1A2/UGT1A7/UGT1A8/NFE2L2	7
Biological Process	GO:0015874	(BP)norepinephrine transport	5/228	22/18870	5.48834122395532e-06	0.0000767496606080101	0.0000505275858713347	GHSR/P2RY1/OXTR/FFAR3/SLC29A3	5
Biological Process	GO:0098801	(BP)regulation of renal system process	5/228	22/18870	5.48834122395532e-06	0.0000767496606080101	0.0000505275858713347	AGTR1/F2RL1/F2R/AGT/EDN1	5
Biological Process	GO:0035812	(BP)renal sodium excretion	4/228	11/18870	6.40963169498398e-06	0.0000885785964436217	0.0000583150805190699	AGTR1/AGT/EDNRB/EDN1	4
Biological Process	GO:0044062	(BP)regulation of excretion	4/228	11/18870	6.40963169498398e-06	0.0000885785964436217	0.0000583150805190699	AGTR1/NPSR1/AGT/EDN1	4
Biological Process	GO:0086100	(BP)endothelin receptor signaling pathway	4/228	11/18870	6.40963169498398e-06	0.0000885785964436217	0.0000583150805190699	GNA11/EDNRA/EDNRB/EDN1	4
Biological Process	GO:0044060	(BP)regulation of endocrine process	6/228	39/18870	6.81055565874115e-06	0.0000933867631961238	0.0000614805024446672	AGTR1/F2RL1/F2R/AGT/KISS1/TACR2	6
Biological Process	GO:0071548	(BP)response to dexamethasone	6/228	39/18870	6.81055565874115e-06	0.0000933867631961238	0.0000614805024446672	GHSR/PIK3CA/SRD5A1/PTAFR/EDN1/CPS1	6
Biological Process	GO:0009161	(BP)ribonucleoside monophosphate metabolic process	7/228	59/18870	6.85814939462503e-06	0.0000936748777777465	0.0000616701806028297	AMPD2/HPRT1/PNP/ADA/APRT/AMPD3/AMPD1	7
Biological Process	GO:1901659	(BP)glycosyl compound biosynthetic process	5/228	23/18870	6.94408523541486e-06	0.0000944824570254902	0.0000622018445797779	HPRT1/PNP/ADA/APRT/MTAP	5
Biological Process	GO:0042391	(BP)regulation of membrane potential	18/228	440/18870	7.16680217073407e-06	0.0000971377340371802	0.0000639499270619348	GNA11/GCLC/GNA15/NPFF/GRM1/APP/GNAQ/HCRT/TACR1/NTSR2/GRM5/CHRM1/NTSR1/GNA14/PRKCZ/EDN1/ADRA1A/NPS	18
Biological Process	GO:0051279	(BP)regulation of release of sequestered calcium ion into cytosol	8/228	83/18870	7.27213364835443e-06	0.0000981877355432988	0.0000646411879853727	BDKRB1/F2RL3/PRKACA/P2RY6/F2R/NPSR1/XCL1/NTSR1	8
Biological Process	GO:0010959	(BP)regulation of metal ion transport	17/228	398/18870	7.39007409108737e-06	0.0000993993171640913	0.0000654388240126821	BDKRB1/FFAR1/F2RL3/MCHR1/GRP/HCRT/PRKACA/P2RY6/F2R/EDN3/NPSR1/PTGS2/XCL1/NTSR1/HTR2A/GCG/CASR	17
Biological Process	GO:0008277	(BP)regulation of G protein-coupled receptor signaling pathway	10/228	139/18870	7.45010104306854e-06	0.00009982568850104	0.0000657195225091977	RGS2/GRP/HTR2B/GRM5/ADRBK1/PLCB1/RGS18/ADA/EDN1/GRK5	10
Biological Process	GO:0006979	(BP)response to oxidative stress	17/228	400/18870	7.89152414625482e-06	0.000105339890497735	0.000069349757648906	HMOX1/MPO/EPX/GCLC/ANXA1/LPO/TP53/APP/TACR1/CASP3/EDNRA/NQO1/PTGS2/STK24/EDN1/NFE2L2/RELA	17
Biological Process	GO:0097529	(BP)myeloid leukocyte migration	13/228	242/18870	8.20962966115058e-06	0.000109172584626018	0.0000718729842032806	EPX/ANXA1/PIK3R1/EDN3/PLCB1/FPR2/HMGB1/SAA1/XCL1/XCL2/EDN2/EDNRB/EDN1	13
Biological Process	GO:0001101	(BP)response to acid chemical	10/228	141/18870	8.45628083002466e-06	0.000111610238370812	0.0000734777959762442	GCLC/GHSR/PIK3CA/AVPR1A/GPRC6A/CASP3/NQO1/EDN1/RELA/CPS1	10
Biological Process	GO:1904064	(BP)positive regulation of cation transmembrane transport	10/228	141/18870	8.45628083002466e-06	0.000111610238370812	0.0000734777959762442	BDKRB1/F2RL3/P2RY6/EDNRA/F2R/EDN3/NPSR1/XCL1/NTSR1/EDN1	10
Biological Process	GO:0003071	(BP)renal system process involved in regulation of systemic arterial blood pressure	5/228	24/18870	8.68545091080289e-06	0.000113782635723678	0.0000749079781154747	AGTR1/F2RL1/F2R/AGT/EDNRB	5
Biological Process	GO:0043576	(BP)regulation of respiratory gaseous exchange	5/228	24/18870	8.68545091080289e-06	0.000113782635723678	0.0000749079781154747	GRP/NMBR/NTSR1/GRPR/NMB	5
Biological Process	GO:0001889	(BP)liver development	10/228	142/18870	9.00195020804064e-06	0.000117175690580098	0.0000771417713240148	OTC/ANXA1/PIK3CA/SRD5A1/UGT1A10/ADA/UGT1A7/UGT1A8/RELA/CPS1	10
Biological Process	GO:0050806	(BP)positive regulation of synaptic transmission	11/228	174/18870	9.01095690896897e-06	0.000117175690580098	0.0000771417713240148	CYP46A1/NMU/APP/TACR1/OXTR/KISS1/PTGS2/TACR2/PRKCZ/ADRA1A/NPS	11
Biological Process	GO:0045923	(BP)positive regulation of fatty acid metabolic process	6/228	41/18870	9.19866277535752e-06	0.000119176792721911	0.0000784591824956965	GHSR/ANXA1/PPARA/AVPR1A/PTGS2/AVP	6
Biological Process	GO:2000243	(BP)positive regulation of reproductive process	8/228	86/18870	9.48369840556323e-06	0.000121595275904231	0.0000800513734670308	PTAFR/TACR3/TACR1/P2RY1/OXTR/PLCB1/TACR2/EDNRB	8
Biological Process	GO:0007320	(BP)insemination	4/228	12/18870	9.52335305038815e-06	0.000121595275904231	0.0000800513734670308	AVPR1A/TACR1/TAC1/OXTR	4
Biological Process	GO:0014831	(BP)gastro-intestinal system smooth muscle contraction	4/228	12/18870	9.52335305038815e-06	0.000121595275904231	0.0000800513734670308	GHSR/HTR2B/PTAFR/TACR2	4
Biological Process	GO:0071377	(BP)cellular response to glucagon stimulus	4/228	12/18870	9.52335305038815e-06	0.000121595275904231	0.0000800513734670308	PRKACA/GCGR/GCG/CPS1	4
Biological Process	GO:0014074	(BP)response to purine-containing compound	10/228	143/18870	9.57776299391575e-06	0.000121848508269166	0.0000802180871692582	TYR/SRD5A1/PTAFR/P2RY1/P2RY6/P2RY2/PTGS2/ADA/RELA/CPS1	10
Biological Process	GO:0016101	(BP)diterpenoid metabolic process	8/228	87/18870	0.0000103365803841444	0.00013102917004937	0.0000862621096806295	PECR/SRD5A1/AKR1B1/CYP3A4/CYP1A2/UGT1A7/UGT1A8/UGT1A3	8
Biological Process	GO:0060326	(BP)cell chemotaxis	15/228	325/18870	0.0000103750821594849	0.000131045840609408	0.0000862730846236738	FFAR2/ANXA1/AGTR1/F2RL1/XCR1/EDN3/FPR2/HMGB1/SAA1/LPAR1/XCL1/XCL2/EDN2/EDNRB/EDN1	15
Biological Process	GO:0046173	(BP)polyol biosynthetic process	7/228	63/18870	0.000010676301422775	0.000133890698269962	0.0000881459761595662	CYP27A1/PTAFR/P2RY1/P2RY6/CYP3A4/NTSR1/HRH1	7
Biological Process	GO:0071715	(BP)icosanoid transport	7/228	63/18870	0.000010676301422775	0.000133890698269962	0.0000881459761595662	NMUR2/ANXA1/BDKRB2/PTGS2/NTSR1/EDN1/NMB	7
Biological Process	GO:0045834	(BP)positive regulation of lipid metabolic process	10/228	145/18870	0.0000108253773721599	0.000134326161477083	0.0000884326602232783	GHSR/ANXA1/HTR2B/PPARA/HTR2C/AVPR1A/CYP7A1/PTGS2/HTR2A/AVP	10
Biological Process	GO:0050921	(BP)positive regulation of chemotaxis	10/228	145/18870	0.0000108253773721599	0.000134326161477083	0.0000884326602232783	F2RL1/EDN3/FPR2/HMGB1/LPAR1/XCL1/XCL2/EDN2/EDN1/CASR	10
Biological Process	GO:0061008	(BP)hepaticobiliary system development	10/228	145/18870	0.0000108253773721599	0.000134326161477083	0.0000884326602232783	OTC/ANXA1/PIK3CA/SRD5A1/UGT1A10/ADA/UGT1A7/UGT1A8/RELA/CPS1	10
Biological Process	GO:0015718	(BP)monocarboxylic acid transport	11/228	179/18870	0.0000117820352558864	0.000145683832427171	0.0000959099010303735	NMUR2/ANXA1/PPARA/CYP7A1/BDKRB2/PTGS2/NTSR1/EDN1/NMB/UGT1A3/CASR	11
Biological Process	GO:0009124	(BP)nucleoside monophosphate biosynthetic process	6/228	43/18870	0.0000122232501766012	0.000149738464935219	0.0000985792391173976	AMPD2/HPRT1/ADA/APRT/AMPD3/AMPD1	6
Biological Process	GO:0046717	(BP)acid secretion	6/228	43/18870	0.0000122232501766012	0.000149738464935219	0.0000985792391173976	TRH/CCKBR/NTSR1/CHRM5/UGT1A3/CASR	6
Biological Process	GO:0015844	(BP)monoamine transport	8/228	89/18870	0.0000122374227869873	0.000149738464935219	0.0000985792391173976	GHSR/P2RY1/ADRBK1/OXTR/FFAR3/SLC29A3/HTR2A/CHRM5	8
Biological Process	GO:0042278	(BP)purine nucleoside metabolic process	5/228	26/18870	0.000013179503722993	0.000159603337181538	0.000105073706657539	HPRT1/PNP/ADA/APRT/MTAP	5
Biological Process	GO:0048015	(BP)phosphatidylinositol-mediated signaling	5/228	26/18870	0.000013179503722993	0.000159603337181538	0.000105073706657539	PLCB2/PIK3CA/PLCB3/PLCB4/PLCB1	5
Biological Process	GO:0060259	(BP)regulation of feeding behavior	5/228	26/18870	0.000013179503722993	0.000159603337181538	0.000105073706657539	GHSR/NMU/TACR3/QRFP/NPSR1	5
Biological Process	GO:0009812	(BP)flavonoid metabolic process	4/228	13/18870	0.0000136256674518164	0.00016167290269428	0.000106436190196007	UGT1A10/UGT1A7/UGT1A8/UGT1A3	4
Biological Process	GO:0014061	(BP)regulation of norepinephrine secretion	4/228	13/18870	0.0000136256674518164	0.00016167290269428	0.000106436190196007	GHSR/P2RY1/OXTR/FFAR3	4
Biological Process	GO:0031392	(BP)regulation of prostaglandin biosynthetic process	4/228	13/18870	0.0000136256674518164	0.00016167290269428	0.000106436190196007	ANXA1/AVPR1A/PTGS2/AVP	4
Biological Process	GO:0035589	(BP)G protein-coupled purinergic nucleotide receptor signaling pathway	4/228	13/18870	0.0000136256674518164	0.00016167290269428	0.000106436190196007	PTAFR/P2RY1/P2RY6/P2RY2	4
Biological Process	GO:0048243	(BP)norepinephrine secretion	4/228	13/18870	0.0000136256674518164	0.00016167290269428	0.000106436190196007	GHSR/P2RY1/OXTR/FFAR3	4
Biological Process	GO:0070493	(BP)thrombin-activated receptor signaling pathway	4/228	13/18870	0.0000136256674518164	0.00016167290269428	0.000106436190196007	F2RL3/F2RL2/F2RL1/F2R	4
Biological Process	GO:0033555	(BP)multicellular organismal response to stress	8/228	91/18870	0.0000144244490655298	0.000170576370828614	0.000112297724268554	NMUR2/GRP/HTR2C/TACR1/TAC1/LPAR5/EDNRB/GRPR	8
Biological Process	GO:0018105	(BP)peptidyl-serine phosphorylation	14/228	295/18870	0.0000150619160439558	0.000177519037253847	0.000116868378668821	PIK3CA/APP/PRKCI/PLK1/BDKRB2/PRKACA/ADRBK1/HSP90AA1/TOP1/PTGS2/PRKCZ/AVP/SRPK2/GCG	14
Biological Process	GO:0006694	(BP)steroid biosynthetic process	11/228	184/18870	0.0000152659949345754	0.000179324553831479	0.00011805702749405	AKR1D1/CYP27A1/CYP46A1/SRD5A3/SRD5A1/AKR1B1/CYP7A1/GPRC6A/CYP3A4/HSD3B1/HSD3B2	11
Biological Process	GO:0033574	(BP)response to testosterone	6/228	45/18870	0.0000160049898487889	0.000186760212672623	0.000122952239897981	SRD5A1/NQO1/EDN1/MTAP/AVP/TBXA2R	6
Biological Process	GO:0043647	(BP)inositol phosphate metabolic process	6/228	45/18870	0.0000160049898487889	0.000186760212672623	0.000122952239897981	PTAFR/P2RY1/P2RY6/PLCB1/NTSR1/HRH1	6
Biological Process	GO:0042060	(BP)wound healing	17/228	423/18870	0.0000162820107200343	0.000189365695634986	0.000124667540826665	HMOX1/F2RL3/ANXA1/PPARA/PIK3CA/KNG1/GNAQ/F2RL2/F2RL1/P2RY1/GPR4/F2R/PLAUR/SAA1/EDN1/NFE2L2/TBXA2R	17
Biological Process	GO:1903531	(BP)negative regulation of secretion by cell	10/228	152/18870	0.0000163605517365151	0.000189653237893024	0.00012485684219972	GHSR/FFAR2/ANXA1/F2RL1/TRH/P2RY1/F2R/TACR2/EDN1/NMB	10
Biological Process	GO:0050727	(BP)regulation of inflammatory response	17/228	425/18870	0.0000172961938746383	0.000199841925292543	0.000131564491112003	GHSR/FFAR2/ANXA1/PPARA/GPR17/AGTR1/APP/GPR4/FFAR3/FPR2/SAA1/AGT/PTGS2/XCL1/ADA/EDNRB/RELA	17
Biological Process	GO:0030193	(BP)regulation of blood coagulation	7/228	68/18870	0.0000177744357413384	0.000204029679324028	0.000134321468794479	KNG1/F2RL1/F2R/PLAUR/EDN1/NFE2L2/TBXA2R	7
Biological Process	GO:2000379	(BP)positive regulation of reactive oxygen species metabolic process	7/228	68/18870	0.0000177744357413384	0.000204029679324028	0.000134321468794479	TP53/AGTR1/F2RL1/GRB2/FPR2/AGT/NFE2L2	7
Biological Process	GO:0006177	(BP)GMP biosynthetic process	4/228	14/18870	0.0000188953260143851	0.000215002487020312	0.000141545337652419	HPRT1/ADA/APRT/AMPD1	4
Biological Process	GO:0009158	(BP)ribonucleoside monophosphate catabolic process	4/228	14/18870	0.0000188953260143851	0.000215002487020312	0.000141545337652419	HPRT1/PNP/ADA/AMPD3	4
Biological Process	GO:0019216	(BP)regulation of lipid metabolic process	15/228	342/18870	0.0000189133856345905	0.000215002487020312	0.000141545337652419	GHSR/ANXA1/HTR2B/PPARA/HTR2C/AVPR1A/CYP7A1/GPRC6A/ACACB/WDTC1/PTGS2/UGT1A8/HTR2A/AVP/CHRM5	15
Biological Process	GO:0034698	(BP)response to gonadotropin	5/228	28/18870	0.0000193071115683658	0.000218772543945084	0.000144027327455333	GCLC/GHSR/SRD5A1/EDNRA/EDN1	5
Biological Process	GO:0007584	(BP)response to nutrient	10/228	155/18870	0.0000193916234018332	0.000219025900218141	0.00014419412273158	OTC/GCLC/TYR/ABCG8/NQO1/PTGS2/GCGR/RELA/TBXA2R/CASR	10
Biological Process	GO:0046890	(BP)regulation of lipid biosynthetic process	11/228	189/18870	0.0000196111603155488	0.000220797856076659	0.000145360677099276	ANXA1/HTR2B/PPARA/HTR2C/AVPR1A/CYP7A1/GPRC6A/WDTC1/PTGS2/HTR2A/AVP	11
Biological Process	GO:0051353	(BP)positive regulation of oxidoreductase activity	6/228	47/18870	0.0000206786513751589	0.0002320750555607	0.000152784940096715	HTR2B/AGTR1/EDN3/AGT/EDN2/EDN1	6
Biological Process	GO:0002690	(BP)positive regulation of leukocyte chemotaxis	8/228	96/18870	0.000021372031822559	0.000239095365532374	0.000157406710566149	F2RL1/EDN3/FPR2/HMGB1/XCL1/XCL2/EDN2/EDN1	8
Biological Process	GO:1900046	(BP)regulation of hemostasis	7/228	70/18870	0.0000215343140920915	0.00024014849006497	0.000158100027511558	KNG1/F2RL1/F2R/PLAUR/EDN1/NFE2L2/TBXA2R	7
Biological Process	GO:0043200	(BP)response to amino acid	9/228	126/18870	0.0000226842992454044	0.000252174985933139	0.00016601758438277	GCLC/GHSR/PIK3CA/GPRC6A/CASP3/NQO1/EDN1/RELA/CPS1	9
Biological Process	GO:0032958	(BP)inositol phosphate biosynthetic process	5/228	29/18870	0.0000231009151931641	0.000255998821197202	0.000168534978767738	PTAFR/P2RY1/P2RY6/NTSR1/HRH1	5
Biological Process	GO:0045776	(BP)negative regulation of blood pressure	6/228	48/18870	0.000023396067535852	0.000258456871461889	0.00017015321844256	BDKRB1/PPARA/PTAFR/FFAR3/NTSR1/ADRA1A	6
Biological Process	GO:0018209	(BP)peptidyl-serine modification	14/228	308/18870	0.000024319088845249	0.000267813965908304	0.000176313394128055	PIK3CA/APP/PRKCI/PLK1/BDKRB2/PRKACA/ADRBK1/HSP90AA1/TOP1/PTGS2/PRKCZ/AVP/SRPK2/GCG	14
Biological Process	GO:0009743	(BP)response to carbohydrate	12/228	230/18870	0.0000245086695061544	0.000269060907600274	0.000177134309203359	GCLC/PIK3CA/CYP7A1/PRKACA/CASP3/NQO1/PLCB1/ACVR2B/PTGS2/GCG/CASR/GPR68	12
Biological Process	GO:0006721	(BP)terpenoid metabolic process	8/228	98/18870	0.000024844781370139	0.000271903756361397	0.00017900587819479	PECR/SRD5A1/AKR1B1/CYP3A4/CYP1A2/UGT1A7/UGT1A8/UGT1A3	8
Biological Process	GO:0032868	(BP)response to insulin	13/228	269/18870	0.0000252186921818802	0.00027514139705556	0.00018113735560979	OTC/GCLC/GHSR/PPARA/PIK3CA/SRD5A1/PIK3R1/PRKCI/FFAR3/GRB2/WDTC1/PRKCZ/RELA	13
Biological Process	GO:0007567	(BP)parturition	4/228	15/18870	0.0000255224902482385	0.000275893422192615	0.000181632445938384	PTAFR/OXTR/PTGFR/EDN1	4
Biological Process	GO:0032230	(BP)positive regulation of synaptic transmission, GABAergic	4/228	15/18870	0.0000255224902482385	0.000275893422192615	0.000181632445938384	TACR1/OXTR/ADRA1A/NPS	4
Biological Process	GO:2001279	(BP)regulation of unsaturated fatty acid biosynthetic process	4/228	15/18870	0.0000255224902482385	0.000275893422192615	0.000181632445938384	ANXA1/AVPR1A/PTGS2/AVP	4
Biological Process	GO:0014823	(BP)response to activity	7/228	72/18870	0.0000259269475476814	0.000279408450024554	0.000183946539176211	GCLC/PIK3CA/ABCG8/SRD5A1/AGT/EDN1/GCG	7
Biological Process	GO:0050818	(BP)regulation of coagulation	7/228	73/18870	0.0000283852466276868	0.000304968320475513	0.000200773695659248	KNG1/F2RL1/F2R/PLAUR/EDN1/NFE2L2/TBXA2R	7
Biological Process	GO:0015711	(BP)organic anion transport	17/228	443/18870	0.0000292874476629496	0.000312754441103741	0.000205899632054676	RGS2/NMUR2/ANXA1/PPARA/ABCB1/GRM1/AVPR1A/CYP7A1/TRH/BDKRB2/PTGS2/NTSR1/EDN1/AVP/NMB/UGT1A3/CASR	17
Biological Process	GO:0048732	(BP)gland development	17/228	443/18870	0.0000292874476629496	0.000312754441103741	0.000205899632054676	OTC/ANXA1/CDH1/TYR/PIK3CA/SRD5A1/CELA1/EDNRA/OXTR/CCKBR/UGT1A10/ADA/UGT1A7/UGT1A8/EDN1/RELA/CPS1	17
Biological Process	GO:0042542	(BP)response to hydrogen peroxide	8/228	101/18870	0.0000309328089991175	0.000329326945356163	0.000216810020779313	HMOX1/ANXA1/CASP3/NQO1/STK24/EDN1/NFE2L2/RELA	8
Biological Process	GO:0001975	(BP)response to amphetamine	5/228	31/18870	0.000032408006313774	0.000341933575598022	0.000225109504933999	RGS2/HPRT1/EDNRA/OXTR/EDN1	5
Biological Process	GO:0050482	(BP)arachidonic acid secretion	5/228	31/18870	0.000032408006313774	0.000341933575598022	0.000225109504933999	NMUR2/ANXA1/BDKRB2/NTSR1/NMB	5
Biological Process	GO:1903963	(BP)arachidonate transport	5/228	31/18870	0.000032408006313774	0.000341933575598022	0.000225109504933999	NMUR2/ANXA1/BDKRB2/NTSR1/NMB	5
Biological Process	GO:0062197	(BP)cellular response to chemical stress	14/228	317/18870	0.0000333668637460556	0.000350999486092836	0.000231077981763728	HMOX1/MPO/ANXA1/PIK3CA/TP53/AKR1B1/BDKRB2/CASP3/EDNRA/NQO1/PTGS2/EDN1/NFE2L2/RELA	14
Biological Process	GO:0051969	(BP)regulation of transmission of nerve impulse	4/228	16/18870	0.0000337080310093709	0.000352483980050513	0.000232055287660951	GHSR/HCRT/AVPR1A/AVP	4
Biological Process	GO:0071380	(BP)cellular response to prostaglandin E stimulus	4/228	16/18870	0.0000337080310093709	0.000352483980050513	0.000232055287660951	P2RY6/GNG2/ACACA/GNB1	4
Biological Process	GO:0007626	(BP)locomotory behavior	11/228	201/18870	0.0000346364278376792	0.000361120626331306	0.000237741161489396	GHSR/HTR2C/GRM1/APP/HPRT1/TRH/GRM5/QRFP/NTSR1/NMS/AVP	11
Biological Process	GO:0006720	(BP)isoprenoid metabolic process	9/228	133/18870	0.0000348516571628186	0.000362292742896085	0.000238512815981532	SRD5A3/PECR/SRD5A1/AKR1B1/CYP3A4/CYP1A2/UGT1A7/UGT1A8/UGT1A3	9
Biological Process	GO:0048588	(BP)developmental cell growth	12/228	239/18870	0.0000357202035270897	0.000370229403616071	0.000243737859361318	RGS2/CDH1/PPARA/APP/EDNRA/HSP90AA1/EDN3/LPAR3/EDN2/PRKCZ/EDN1/ADRA1A	12
Biological Process	GO:0016049	(BP)cell growth	18/228	497/18870	0.0000364235847974051	0.000376412647583741	0.000247808553460351	BDKRB1/RGS2/CDH1/PPARA/TP53/AGTR1/APP/AVPR1A/EDNRA/HSP90AA1/EDN3/AGT/LPAR3/EDN2/PRKCZ/EDN1/AVP/ADRA1A	18
Biological Process	GO:0007586	(BP)digestion	9/228	134/18870	0.0000369739999574466	0.000380983555117082	0.000250817777489112	GHSR/AKR1D1/CHRM3/ABCG8/CHRM1/CCKBR/CCK/NPSR1/CHRM5	9
Biological Process	GO:0030595	(BP)leukocyte chemotaxis	12/228	240/18870	0.0000372051026750131	0.000381936791469218	0.000251445333770881	FFAR2/ANXA1/F2RL1/EDN3/FPR2/HMGB1/SAA1/XCL1/XCL2/EDN2/EDNRB/EDN1	12
Biological Process	GO:0006636	(BP)unsaturated fatty acid biosynthetic process	6/228	52/18870	0.0000372832736280962	0.000381936791469218	0.000251445333770881	ANXA1/AVPR1A/PTGS2/EDN2/EDN1/AVP	6
Biological Process	GO:0035590	(BP)purinergic nucleotide receptor signaling pathway	5/228	32/18870	0.0000380335574094702	0.000388493496553545	0.000255761893304263	PTAFR/P2RY1/P2RY6/P2RY2/ADA	5
Biological Process	GO:0009123	(BP)nucleoside monophosphate metabolic process	7/228	77/18870	0.0000402174826984544	0.000408433455416004	0.000268889221499753	AMPD2/HPRT1/PNP/ADA/APRT/AMPD3/AMPD1	7
Biological Process	GO:0032890	(BP)regulation of organic acid transport	7/228	77/18870	0.0000402174826984544	0.000408433455416004	0.000268889221499753	RGS2/PPARA/AVPR1A/TRH/NTSR1/EDN1/AVP	7
Biological Process	GO:0043255	(BP)regulation of carbohydrate biosynthetic process	8/228	105/18870	0.0000409491524659656	0.000414669003707077	0.000272994349773104	PPARA/PTAFR/P2RY1/PRKACA/P2RY6/NTSR1/HRH1/GCG	8
Biological Process	GO:0032869	(BP)cellular response to insulin stimulus	11/228	206/18870	0.0000433560137260716	0.000435289436953494	0.000286569663374605	GCLC/GHSR/PIK3CA/SRD5A1/PIK3R1/PRKCI/FFAR3/GRB2/WDTC1/PRKCZ/RELA	11
Biological Process	GO:0034284	(BP)response to monosaccharide	11/228	206/18870	0.0000433560137260716	0.000435289436953494	0.000286569663374605	GCLC/PIK3CA/CYP7A1/PRKACA/CASP3/PLCB1/ACVR2B/PTGS2/GCG/CASR/GPR68	11
Biological Process	GO:0044703	(BP)multi-organism reproductive process	11/228	206/18870	0.0000433560137260716	0.000435289436953494	0.000286569663374605	RGS2/GHSR/AVPR1A/TAC3/PTAFR/TACR1/TAC1/OXTR/PTGS2/PTGFR/EDN1	11
Biological Process	GO:2000241	(BP)regulation of reproductive process	11/228	207/18870	0.0000453099443455697	0.000453614329186896	0.0002986337240958	GNRH1/PTAFR/TACR3/TACR1/P2RY1/OXTR/PLCB1/ADA/TACR2/EDNRB/CHFR	11
Biological Process	GO:0042304	(BP)regulation of fatty acid biosynthetic process	6/228	55/18870	0.0000515124434265778	0.000510093550651312	0.000335816412460568	ANXA1/AVPR1A/CYP7A1/WDTC1/PTGS2/AVP	6
Biological Process	GO:0070988	(BP)demethylation	6/228	55/18870	0.0000515124434265778	0.000510093550651312	0.000335816412460568	ALKBH1/ALKBH4/ALKBH3/CYP3A4/CYP1A2/ALKBH5	6
Biological Process	GO:1902930	(BP)regulation of alcohol biosynthetic process	6/228	55/18870	0.0000515124434265778	0.000510093550651312	0.000335816412460568	CYP7A1/PTAFR/P2RY1/P2RY6/NTSR1/HRH1	6
Biological Process	GO:0048265	(BP)response to pain	5/228	34/18870	0.0000515304494982596	0.000510093550651312	0.000335816412460568	NMUR2/TACR1/TAC1/LPAR5/EDNRB	5
Biological Process	GO:0070555	(BP)response to interleukin-1	9/228	140/18870	0.0000521435477451976	0.000514716700991811	0.00033886003016487	GCLC/ANXA1/APP/PRKCI/PLCB1/XCL1/XCL2/EDN1/RELA	9
Biological Process	GO:0019751	(BP)polyol metabolic process	8/228	109/18870	0.0000535389801379504	0.000527014988843958	0.000346956519329734	CYP27A1/PTAFR/P2RY1/P2RY6/CYP3A4/PLCB1/NTSR1/HRH1	8
Biological Process	GO:0044282	(BP)small molecule catabolic process	15/228	375/18870	0.0000545124908057975	0.000535103113090892	0.00035228127763078	OTC/SULT2A1/AKR1D1/CYP27A1/CYP46A1/PPARA/SRD5A3/TP53/CYP7A1/PIPOX/CYP3A4/ACACB/PNP/NTSR1/ADA	15
Biological Process	GO:0009125	(BP)nucleoside monophosphate catabolic process	4/228	18/18870	0.0000556072217267057	0.000542825067492828	0.000357364970653621	HPRT1/PNP/ADA/AMPD3	4
Biological Process	GO:0046112	(BP)nucleobase biosynthetic process	4/228	18/18870	0.0000556072217267057	0.000542825067492828	0.000357364970653621	HPRT1/ADA/APRT/CPS1	4
Biological Process	GO:0006970	(BP)response to osmotic stress	7/228	81/18870	0.000055825434960177	0.000543449814363712	0.000357776268253068	ABCB1/TP53/AKR1B1/BDKRB2/CASP3/HSP90AA1/PTGS2	7
Biological Process	GO:0043525	(BP)positive regulation of neuron apoptotic process	6/228	56/18870	0.0000571170140355407	0.000552968015003422	0.00036404250703971	TP53/CASP3/NQO1/CASP8/HTR2A/SRPK2	6
Biological Process	GO:0050433	(BP)regulation of catecholamine secretion	6/228	56/18870	0.0000571170140355407	0.000552968015003422	0.00036404250703971	GHSR/P2RY1/ADRBK1/OXTR/FFAR3/HTR2A	6
Biological Process	GO:0009612	(BP)response to mechanical stimulus	11/228	213/18870	0.0000587006843731667	0.000566743045838464	0.000373111199303416	BDKRB1/MPO/GCLC/PIK3CA/TACR1/P2RY1/CASP8/PTGS2/HTR2A/EDN1/RELA	11
Biological Process	GO:0009119	(BP)ribonucleoside metabolic process	5/228	35/18870	0.0000595309017995314	0.000573188245741936	0.00037735435020468	HPRT1/PNP/ADA/APRT/MTAP	5
Biological Process	GO:0044706	(BP)multi-multicellular organism process	11/228	216/18870	0.0000665832297097856	0.000639344145769168	0.000420907610154503	RGS2/GHSR/AVPR1A/TAC3/PTAFR/TACR1/TAC1/OXTR/PTGS2/PTGFR/EDN1	11
Biological Process	GO:0032094	(BP)response to food	5/228	36/18870	0.0000684567256143142	0.000654319655275603	0.000430766628898808	MPO/GHSR/PPARA/GAST/CPS1	5
Biological Process	GO:0046165	(BP)alcohol biosynthetic process	9/228	145/18870	0.0000685141750274397	0.000654319655275603	0.000430766628898808	CYP27A1/SRD5A3/CYP7A1/PTAFR/P2RY1/P2RY6/CYP3A4/NTSR1/HRH1	9
Biological Process	GO:0097254	(BP)renal tubular secretion	4/228	19/18870	0.0000697701600234276	0.000664513632223132	0.000437477760146897	AGTR1/AGT/EDNRB/EDN1	4
Biological Process	GO:1904427	(BP)positive regulation of calcium ion transmembrane transport	7/228	84/18870	0.0000705251457969398	0.000669893837704625	0.000441019779646632	BDKRB1/F2RL3/P2RY6/F2R/NPSR1/XCL1/NTSR1	7
