Database	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Biological Process	GO:0014821	(BP)phasic smooth muscle contraction	2/52	24/18870	0.0019774237343237	0.0132622653712459	0.00755984043809677	EDN1/GDNF	2
Biological Process	GO:0060485	(BP)mesenchyme development	5/52	327/18870	0.00202192855807425	0.0135167237047886	0.00770488838774021	MAPK1/IL6/MAPK3/EDN1/GDNF	5
Biological Process	GO:0043123	(BP)positive regulation of canonical NF-kappaB signal transduction	4/52	196/18870	0.00207039176629166	0.0137959114782994	0.00786403276925634	HMOX1/IL1A/TLR4/TNF	4
Biological Process	GO:0042742	(BP)defense response to bacterium	5/52	330/18870	0.00210391553509776	0.0139740712476332	0.00796558852846861	IL6/IL18/NOS2/TLR4/TNF	5
Biological Process	GO:0045662	(BP)negative regulation of myoblast differentiation	2/52	25/18870	0.00214559167800483	0.0141020301349404	0.00803852846320825	IL18/TNF	2
Biological Process	GO:0048143	(BP)astrocyte activation	2/52	25/18870	0.00214559167800483	0.0141020301349404	0.00803852846320825	IL6/TNF	2
Biological Process	GO:0072576	(BP)liver morphogenesis	2/52	25/18870	0.00214559167800483	0.0141020301349404	0.00803852846320825	IL6/TNF	2
Biological Process	GO:1901606	(BP)alpha-amino acid catabolic process	3/52	93/18870	0.0021505767180045	0.0141020301349404	0.00803852846320825	GOT2/NOS2/GOT1	3
Biological Process	GO:0019915	(BP)lipid storage	3/52	94/18870	0.00221718333227435	0.0144467736745344	0.0082350413573814	IL6/PPARA/TNF	3
Biological Process	GO:0043648	(BP)dicarboxylic acid metabolic process	3/52	94/18870	0.00221718333227435	0.0144467736745344	0.0082350413573814	GOT2/GOT1/SLC46A1	3
Biological Process	GO:0003073	(BP)regulation of systemic arterial blood pressure	3/52	95/18870	0.00228506031338261	0.0147910262869959	0.00843127441016354	EDN1/KL/TNF	3
Biological Process	GO:0062012	(BP)regulation of small molecule metabolic process	5/52	337/18870	0.00230466304051815	0.0147910262869959	0.00843127441016354	PPARA/ABCB11/NOS2/UGT1A8/TNF	5
Biological Process	GO:0002726	(BP)positive regulation of T cell cytokine production	2/52	26/18870	0.00232030184103918	0.0147910262869959	0.00843127441016354	IL6/IL18	2
Biological Process	GO:0042537	(BP)benzene-containing compound metabolic process	2/52	26/18870	0.00232030184103918	0.0147910262869959	0.00843127441016354	GOT2/UGT1A1	2
Biological Process	GO:1904353	(BP)regulation of telomere capping	2/52	26/18870	0.00232030184103918	0.0147910262869959	0.00843127441016354	MAPK1/MAPK3	2
Biological Process	GO:1904996	(BP)positive regulation of leukocyte adhesion to vascular endothelial cell	2/52	26/18870	0.00232030184103918	0.0147910262869959	0.00843127441016354	IL6/TNF	2
Biological Process	GO:1905523	(BP)positive regulation of macrophage migration	2/52	26/18870	0.00232030184103918	0.0147910262869959	0.00843127441016354	MAPK1/MAPK3	2
Biological Process	GO:0042063	(BP)gliogenesis	5/52	338/18870	0.00233444343583602	0.0148352439332913	0.00845647963273933	MAPK1/IL6/MAPK3/TLR4/TNF	5
Biological Process	GO:0051952	(BP)regulation of amine transport	3/52	97/18870	0.00242465886084307	0.0153611464445412	0.00875625791041302	CHRNA4/TNF/GDNF	3
Biological Process	GO:0006835	(BP)dicarboxylic acid transport	3/52	98/18870	0.00249639693639468	0.0156079581082416	0.0088969470569205	ABCC2/SLC46A1/TNF	3
Biological Process	GO:0032740	(BP)positive regulation of interleukin-17 production	2/52	27/18870	0.00250151829806689	0.0156079581082416	0.0088969470569205	IL6/IL18	2
Biological Process	GO:0045940	(BP)positive regulation of steroid metabolic process	2/52	27/18870	0.00250151829806689	0.0156079581082416	0.0088969470569205	IL1A/TNF	2
Biological Process	GO:0046618	(BP)xenobiotic export from cell	2/52	27/18870	0.00250151829806689	0.0156079581082416	0.0088969470569205	ABCB11/ABCC2	2
Biological Process	GO:2000272	(BP)negative regulation of signaling receptor activity	2/52	27/18870	0.00250151829806689	0.0156079581082416	0.0088969470569205	PPARA/TNF	2
Biological Process	GO:0051216	(BP)cartilage development	4/52	207/18870	0.00252336134349218	0.0156494006212361	0.00892057038044952	MAPK3/EIF2AK3/RUNX2/EDN1	4
Biological Process	GO:0071674	(BP)mononuclear cell migration	4/52	207/18870	0.00252336134349218	0.0156494006212361	0.00892057038044952	MAPK1/IL6/MAPK3/TNF	4
Biological Process	GO:0071383	(BP)cellular response to steroid hormone stimulus	4/52	208/18870	0.00256765147712488	0.015876259433634	0.00904988587638452	MAPK1/PPARA/UGT1A1/EDN1	4
Biological Process	GO:0019217	(BP)regulation of fatty acid metabolic process	3/52	100/18870	0.00264379127015533	0.0162981024708079	0.00929034751409769	PPARA/ABCB11/UGT1A8	3
Biological Process	GO:0009895	(BP)negative regulation of catabolic process	5/52	349/18870	0.00268086603896504	0.0163818746790579	0.00933809987840268	HMOX1/PPARA/NOS2/TNF/GDNF	5
Biological Process	GO:0002675	(BP)positive regulation of acute inflammatory response	2/52	28/18870	0.00268920526543058	0.0163818746790579	0.00933809987840268	IL6/TNF	2
Biological Process	GO:0010758	(BP)regulation of macrophage chemotaxis	2/52	28/18870	0.00268920526543058	0.0163818746790579	0.00933809987840268	MAPK1/MAPK3	2
Biological Process	GO:0042759	(BP)long-chain fatty acid biosynthetic process	2/52	28/18870	0.00268920526543058	0.0163818746790579	0.00933809987840268	CYP1A2/CYP1A1	2
Biological Process	GO:0042542	(BP)response to hydrogen peroxide	3/52	101/18870	0.00271946348456822	0.016517331311876	0.00941531372548847	HMOX1/IL6/EDN1	3
Biological Process	GO:0009612	(BP)response to mechanical stimulus	4/52	213/18870	0.00279715493794722	0.0169392412271568	0.00965581348548343	MAPK3/TLR4/EDN1/TNF	4
Biological Process	GO:0060541	(BP)respiratory system development	4/52	214/18870	0.00284468864989051	0.0171582962437096	0.00978068061232392	MAPK1/MAPK3/CYP1A2/TNF	4
Biological Process	GO:0042886	(BP)amide transport	5/52	354/18870	0.00285010285745342	0.0171582962437096	0.00978068061232392	IL6/NOS2/EDN1/SLC46A1/TNF	5
Biological Process	GO:0006885	(BP)regulation of pH	3/52	103/18870	0.00287479721668421	0.0171582962437096	0.00978068061232392	MAPK1/MAPK3/EDN1	3
Biological Process	GO:0009408	(BP)response to heat	3/52	103/18870	0.00287479721668421	0.0171582962437096	0.00978068061232392	HMOX1/EIF2S1/IL1A	3
Biological Process	GO:0032770	(BP)positive regulation of monooxygenase activity	2/52	29/18870	0.00288332710069136	0.0171582962437096	0.00978068061232392	TNF/GDNF	2
Biological Process	GO:0097421	(BP)liver regeneration	2/52	29/18870	0.00288332710069136	0.0171582962437096	0.00978068061232392	IL6/TNF	2
Biological Process	GO:0042102	(BP)positive regulation of T cell proliferation	3/52	105/18870	0.00303550124576177	0.0179888750620865	0.0102541324067516	IL6/IL1A/IL18	3
Biological Process	GO:0070374	(BP)positive regulation of ERK1 and ERK2 cascade	4/52	218/18870	0.00304037324993012	0.0179888750620865	0.0102541324067516	MAPK3/IL1A/TLR4/TNF	4
Biological Process	GO:0003298	(BP)physiological muscle hypertrophy	2/52	30/18870	0.00308384830214636	0.0180387603810209	0.0102825683519533	PPARA/EDN1	2
Biological Process	GO:0003301	(BP)physiological cardiac muscle hypertrophy	2/52	30/18870	0.00308384830214636	0.0180387603810209	0.0102825683519533	PPARA/EDN1	2
Biological Process	GO:0010039	(BP)response to iron ion	2/52	30/18870	0.00308384830214636	0.0180387603810209	0.0102825683519533	HMOX1/CYP1A1	2
Biological Process	GO:0061049	(BP)cell growth involved in cardiac muscle cell development	2/52	30/18870	0.00308384830214636	0.0180387603810209	0.0102825683519533	PPARA/EDN1	2
Biological Process	GO:0032760	(BP)positive regulation of tumor necrosis factor production	3/52	106/18870	0.00311788599638932	0.0181861962225655	0.0103666106634086	IL6/IL1A/TLR4	3
Biological Process	GO:0015837	(BP)amine transport	3/52	108/18870	0.00328675794474612	0.0190326412744044	0.0108491066286449	CHRNA4/TNF/GDNF	3
Biological Process	GO:1902074	(BP)response to salt	5/52	366/18870	0.00328778443119565	0.0190326412744044	0.0108491066286449	IL1A/RUNX2/EDN1/CYP1A1/TNF	5
Biological Process	GO:0043507	(BP)positive regulation of JUN kinase activity	2/52	31/18870	0.00329073350834772	0.0190326412744044	0.0108491066286449	EDN1/TNF	2
Biological Process	GO:0009306	(BP)protein secretion	5/52	368/18870	0.00336519615931832	0.0194087924146678	0.0110635226821168	IL6/IL1A/NOS2/TLR4/TNF	5
Biological Process	GO:0035592	(BP)establishment of protein localization to extracellular region	5/52	369/18870	0.00340439219696548	0.0195518371208841	0.0111450619308227	IL6/IL1A/NOS2/TLR4/TNF	5
Biological Process	GO:0042180	(BP)cellular ketone metabolic process	4/52	226/18870	0.00345903836181503	0.0195518371208841	0.0111450619308227	GOT2/PPARA/ABCB11/UGT1A8	4
Biological Process	GO:0072330	(BP)monocarboxylic acid biosynthetic process	4/52	226/18870	0.00345903836181503	0.0195518371208841	0.0111450619308227	ABCB11/CYP1A2/EDN1/CYP1A1	4
Biological Process	GO:0001676	(BP)long-chain fatty acid metabolic process	3/52	110/18870	0.00346114810034079	0.0195518371208841	0.0111450619308227	CYP2A6/CYP1A2/CYP1A1	3
Biological Process	GO:0010469	(BP)regulation of signaling receptor activity	3/52	110/18870	0.00346114810034079	0.0195518371208841	0.0111450619308227	PPARA/EDN1/TNF	3
Biological Process	GO:0042116	(BP)macrophage activation	3/52	110/18870	0.00346114810034079	0.0195518371208841	0.0111450619308227	IL6/TLR4/TNF	3
Biological Process	GO:1903557	(BP)positive regulation of tumor necrosis factor superfamily cytokine production	3/52	110/18870	0.00346114810034079	0.0195518371208841	0.0111450619308227	IL6/IL1A/TLR4	3
Biological Process	GO:0030808	(BP)regulation of nucleotide biosynthetic process	2/52	32/18870	0.00350394749762324	0.0195518371208841	0.0111450619308227	PPARA/NOS2	2
Biological Process	GO:0046685	(BP)response to arsenic-containing substance	2/52	32/18870	0.00350394749762324	0.0195518371208841	0.0111450619308227	HMOX1/CYP1A1	2
Biological Process	GO:0070498	(BP)interleukin-1-mediated signaling pathway	2/52	32/18870	0.00350394749762324	0.0195518371208841	0.0111450619308227	IL6/MAPK3	2
Biological Process	GO:1900371	(BP)regulation of purine nucleotide biosynthetic process	2/52	32/18870	0.00350394749762324	0.0195518371208841	0.0111450619308227	PPARA/NOS2	2
Biological Process	GO:1903649	(BP)regulation of cytoplasmic transport	2/52	32/18870	0.00350394749762324	0.0195518371208841	0.0111450619308227	MAPK1/MAPK3	2
Biological Process	GO:0032611	(BP)interleukin-1 beta production	3/52	111/18870	0.00355043028447447	0.0196514407412176	0.0112018386168337	IL6/TLR4/TNF	3
Biological Process	GO:0032651	(BP)regulation of interleukin-1 beta production	3/52	111/18870	0.00355043028447447	0.0196514407412176	0.0112018386168337	IL6/TLR4/TNF	3
Biological Process	GO:0071347	(BP)cellular response to interleukin-1	3/52	111/18870	0.00355043028447447	0.0196514407412176	0.0112018386168337	IL6/MAPK3/EDN1	3
Biological Process	GO:0006066	(BP)alcohol metabolic process	5/52	373/18870	0.00356448088916663	0.0196763167581611	0.0112160186014415	CYP1A2/GOT1/UGT1A4/CYP1A1/UGT1A3	5
Biological Process	GO:0045833	(BP)negative regulation of lipid metabolic process	3/52	112/18870	0.00364111318253327	0.0200455936974225	0.0114265161793543	UGT1A1/UGT1A8/TNF	3
Biological Process	GO:0002063	(BP)chondrocyte development	2/52	33/18870	0.00372345518759831	0.0202814415740275	0.0115609556785566	EIF2AK3/RUNX2	2
Biological Process	GO:0006536	(BP)glutamate metabolic process	2/52	33/18870	0.00372345518759831	0.0202814415740275	0.0115609556785566	GOT2/GOT1	2
Biological Process	GO:0010743	(BP)regulation of macrophage derived foam cell differentiation	2/52	33/18870	0.00372345518759831	0.0202814415740275	0.0115609556785566	PPARA/IL18	2
Biological Process	GO:0071692	(BP)protein localization to extracellular region	5/52	377/18870	0.0037299323602551	0.0202814415740275	0.0115609556785566	IL6/IL1A/NOS2/TLR4/TNF	5
Biological Process	GO:0009063	(BP)amino acid catabolic process	3/52	113/18870	0.00373320367001284	0.0202814415740275	0.0115609556785566	GOT2/NOS2/GOT1	3
Biological Process	GO:0050920	(BP)regulation of chemotaxis	4/52	232/18870	0.00379770829719422	0.0205775825892708	0.0117297638542148	MAPK1/IL6/MAPK3/EDN1	4
Biological Process	GO:0019318	(BP)hexose metabolic process	4/52	233/18870	0.00385626322606046	0.0207926704144012	0.0118523695774941	SLC35A2/PPARA/GOT1/TNF	4
Biological Process	GO:0002696	(BP)positive regulation of leukocyte activation	5/52	380/18870	0.00385760082481849	0.0207926704144012	0.0118523695774941	IL6/IL1A/IL18/TLR4/TNF	5
Biological Process	GO:1903037	(BP)regulation of leukocyte cell-cell adhesion	5/52	382/18870	0.00394444139936731	0.0209034636141069	0.0119155246183529	IL6/PPARA/IL1A/IL18/TNF	5
Biological Process	GO:0002828	(BP)regulation of type 2 immune response	2/52	34/18870	0.00394922163471956	0.0209034636141069	0.0119155246183529	IL6/IL18	2
Biological Process	GO:0032212	(BP)positive regulation of telomere maintenance via telomerase	2/52	34/18870	0.00394922163471956	0.0209034636141069	0.0119155246183529	MAPK1/MAPK3	2
Biological Process	GO:0045939	(BP)negative regulation of steroid metabolic process	2/52	34/18870	0.00394922163471956	0.0209034636141069	0.0119155246183529	UGT1A1/UGT1A8	2
Biological Process	GO:0046320	(BP)regulation of fatty acid oxidation	2/52	34/18870	0.00394922163471956	0.0209034636141069	0.0119155246183529	PPARA/ABCB11	2
Biological Process	GO:0051973	(BP)positive regulation of telomerase activity	2/52	34/18870	0.00394922163471956	0.0209034636141069	0.0119155246183529	MAPK1/MAPK3	2
Biological Process	GO:1902624	(BP)positive regulation of neutrophil migration	2/52	34/18870	0.00394922163471956	0.0209034636141069	0.0119155246183529	IL1A/EDN1	2
Biological Process	GO:2000278	(BP)regulation of DNA biosynthetic process	3/52	117/18870	0.00411577606507546	0.0217291869692061	0.0123862086708749	MAPK1/MAPK3/TNF	3
Biological Process	GO:0050670	(BP)regulation of lymphocyte proliferation	4/52	238/18870	0.0041582631851773	0.0218414895364287	0.0124502240909578	IL6/IL1A/IL18/TLR4	4
Biological Process	GO:0071356	(BP)cellular response to tumor necrosis factor	4/52	238/18870	0.0041582631851773	0.0218414895364287	0.0124502240909578	MAPK1/MAPK3/EDN1/TNF	4
Biological Process	GO:0070633	(BP)transepithelial transport	2/52	35/18870	0.00418121203377983	0.0218505471511489	0.0124553871698224	ABCC2/EDN1	2
Biological Process	GO:0110110	(BP)positive regulation of animal organ morphogenesis	2/52	35/18870	0.00418121203377983	0.0218505471511489	0.0124553871698224	EDN1/GDNF	2
Biological Process	GO:0007088	(BP)regulation of mitotic nuclear division	3/52	118/18870	0.00421500467992565	0.0218606917782542	0.0124611698743659	IL1A/EDN1/TNF	3
Biological Process	GO:0043500	(BP)muscle adaptation	3/52	118/18870	0.00421500467992565	0.0218606917782542	0.0124611698743659	HMOX1/PPARA/EDN1	3
Biological Process	GO:0050830	(BP)defense response to Gram-positive bacterium	3/52	118/18870	0.00421500467992565	0.0218606917782542	0.0124611698743659	IL6/IL18/TNF	3
Biological Process	GO:0002697	(BP)regulation of immune effector process	5/52	389/18870	0.00425946921473776	0.0220357967666961	0.0125609843280418	IL6/IL18/NOS2/TLR4/TNF	5
Biological Process	GO:0030595	(BP)leukocyte chemotaxis	4/52	240/18870	0.0042834245971758	0.022104188585426	0.0125999694653766	MAPK1/IL6/MAPK3/EDN1	4
Biological Process	GO:0032609	(BP)type II interferon production	3/52	119/18870	0.00431568037266007	0.0221595658037583	0.0126315359378291	IL18/TLR4/TNF	3
Biological Process	GO:0032649	(BP)regulation of type II interferon production	3/52	119/18870	0.00431568037266007	0.0221595658037583	0.0126315359378291	IL18/TLR4/TNF	3
Biological Process	GO:0002274	(BP)myeloid leukocyte activation	4/52	241/18870	0.00434695187544211	0.0222093645447526	0.0126599225313255	IL6/IL18/TLR4/TNF	4
Biological Process	GO:0030072	(BP)peptide hormone secretion	4/52	241/18870	0.00434695187544211	0.0222093645447526	0.0126599225313255	IL6/NOS2/EDN1/TNF	4
Biological Process	GO:0032944	(BP)regulation of mononuclear cell proliferation	4/52	242/18870	0.00441111416829567	0.0224679692499227	0.0128073340219646	IL6/IL1A/IL18/TLR4	4
Biological Process	GO:0032094	(BP)response to food	2/52	36/18870	0.00441939171744472	0.0224679692499227	0.0128073340219646	PPARA/CYP1A1	2
Biological Process	GO:2001234	(BP)negative regulation of apoptotic signaling pathway	4/52	243/18870	0.00447591443906613	0.0226992803695496	0.012939187450243	HMOX1/IL1A/TNF/GDNF	4
Biological Process	GO:0031331	(BP)positive regulation of cellular catabolic process	5/52	396/18870	0.00459215094551864	0.0231746048941737	0.0132101349438939	HMOX1/IL6/PPARA/MAPK3/TNF	5
Biological Process	GO:0050867	(BP)positive regulation of cell activation	5/52	396/18870	0.00459215094551864	0.0231746048941737	0.0132101349438939	IL6/IL1A/IL18/TLR4/TNF	5
Biological Process	GO:0021782	(BP)glial cell development	3/52	122/18870	0.00462645242968387	0.0232338184212661	0.0132438882133441	IL6/TLR4/TNF	3
Biological Process	GO:0032874	(BP)positive regulation of stress-activated MAPK cascade	3/52	122/18870	0.00462645242968387	0.0232338184212661	0.0132438882133441	IL1A/TLR4/TNF	3
Biological Process	GO:0014059	(BP)regulation of dopamine secretion	2/52	37/18870	0.00466372615578056	0.0232466700711116	0.0132512139921216	CHRNA4/GDNF	2
Biological Process	GO:0046688	(BP)response to copper ion	2/52	37/18870	0.00466372615578056	0.0232466700711116	0.0132512139921216	IL1A/CYP1A1	2
Biological Process	GO:1904358	(BP)positive regulation of telomere maintenance via telomere lengthening	2/52	37/18870	0.00466372615578056	0.0232466700711116	0.0132512139921216	MAPK1/MAPK3	2
Biological Process	GO:0002790	(BP)peptide secretion	4/52	246/18870	0.00467417261264702	0.0232466700711116	0.0132512139921216	IL6/NOS2/EDN1/TNF	4
Biological Process	GO:0006413	(BP)translational initiation	3/52	123/18870	0.00473297854005967	0.0234824164192358	0.0133855956174167	EIF2S1/EIF2AK3/TNF	3
Biological Process	GO:0002824	(BP)positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3/52	124/18870	0.00484098237761128	0.0239030760563588	0.0136253826859436	IL6/IL18/TNF	3
Biological Process	GO:0070304	(BP)positive regulation of stress-activated protein kinase signaling cascade	3/52	124/18870	0.00484098237761128	0.0239030760563588	0.0136253826859436	IL1A/TLR4/TNF	3
Biological Process	GO:0002369	(BP)T cell cytokine production	2/52	38/18870	0.00491418095578393	0.0241486839808093	0.013765385669386	IL6/IL18	2
Biological Process	GO:0002724	(BP)regulation of T cell cytokine production	2/52	38/18870	0.00491418095578393	0.0241486839808093	0.013765385669386	IL6/IL18	2
Biological Process	GO:0071675	(BP)regulation of mononuclear cell migration	3/52	125/18870	0.0049504698315849	0.0242690890076983	0.0138340197048049	MAPK1/MAPK3/TNF	3
Biological Process	GO:0046883	(BP)regulation of hormone secretion	4/52	251/18870	0.00501763631602332	0.0244817847741517	0.0139552618916588	IL6/NOS2/EDN1/TNF	4
Biological Process	GO:1901617	(BP)organic hydroxy compound biosynthetic process	4/52	251/18870	0.00501763631602332	0.0244817847741517	0.0139552618916588	ABCB11/GOT1/KL/TNF	4
Biological Process	GO:0042471	(BP)ear morphogenesis	3/52	126/18870	0.00506144671211297	0.0245790537269825	0.0140107077557248	MAPK1/MAPK3/EDN1	3
Biological Process	GO:0043200	(BP)response to amino acid	3/52	126/18870	0.00506144671211297	0.0245790537269825	0.0140107077557248	EIF2S1/EDN1/TNF	3
Biological Process	GO:0016233	(BP)telomere capping	2/52	39/18870	0.00517072186091267	0.0249918223277446	0.0142459967257663	MAPK1/MAPK3	2
Biological Process	GO:0031281	(BP)positive regulation of cyclase activity	2/52	39/18870	0.00517072186091267	0.0249918223277446	0.0142459967257663	MAPK3/NOS2	2
Biological Process	GO:0002708	(BP)positive regulation of lymphocyte mediated immunity	3/52	129/18870	0.00540337083735399	0.0260551301033065	0.0148521101532102	IL6/IL18/TNF	3
Biological Process	GO:0010742	(BP)macrophage derived foam cell differentiation	2/52	40/18870	0.00543331475061816	0.0261383062418757	0.0148995227421034	PPARA/IL18	2
Biological Process	GO:0002821	(BP)positive regulation of adaptive immune response	3/52	130/18870	0.00552036195931642	0.026311169616279	0.0149980594167588	IL6/IL18/TNF	3
Biological Process	GO:0032612	(BP)interleukin-1 production	3/52	130/18870	0.00552036195931642	0.026311169616279	0.0149980594167588	IL6/TLR4/TNF	3
Biological Process	GO:0032652	(BP)regulation of interleukin-1 production	3/52	130/18870	0.00552036195931642	0.026311169616279	0.0149980594167588	IL6/TLR4/TNF	3
Biological Process	GO:0071621	(BP)granulocyte chemotaxis	3/52	130/18870	0.00552036195931642	0.026311169616279	0.0149980594167588	MAPK1/MAPK3/EDN1	3
Biological Process	GO:0034612	(BP)response to tumor necrosis factor	4/52	259/18870	0.0056018650651513	0.0266379680580751	0.0151843431327184	MAPK1/MAPK3/EDN1/TNF	4
Biological Process	GO:0014046	(BP)dopamine secretion	2/52	41/18870	0.0057019256398794	0.0268042577454605	0.0152791326326978	CHRNA4/GDNF	2
Biological Process	GO:0048246	(BP)macrophage chemotaxis	2/52	41/18870	0.0057019256398794	0.0268042577454605	0.0152791326326978	MAPK1/MAPK3	2
Biological Process	GO:0060251	(BP)regulation of glial cell proliferation	2/52	41/18870	0.0057019256398794	0.0268042577454605	0.0152791326326978	IL6/TNF	2
Biological Process	GO:0090077	(BP)foam cell differentiation	2/52	41/18870	0.0057019256398794	0.0268042577454605	0.0152791326326978	PPARA/IL18	2
Biological Process	GO:1904994	(BP)regulation of leukocyte adhesion to vascular endothelial cell	2/52	41/18870	0.0057019256398794	0.0268042577454605	0.0152791326326978	IL6/TNF	2
Biological Process	GO:0005996	(BP)monosaccharide metabolic process	4/52	261/18870	0.00575473477269359	0.0268879322521813	0.0153268293045588	SLC35A2/PPARA/GOT1/TNF	4
Biological Process	GO:0042476	(BP)odontogenesis	3/52	132/18870	0.00575890146829139	0.0268879322521813	0.0153268293045588	PPARA/RUNX2/EDN1	3
Biological Process	GO:0046328	(BP)regulation of JNK cascade	3/52	132/18870	0.00575890146829139	0.0268879322521813	0.0153268293045588	IL1A/TLR4/TNF	3
Biological Process	GO:0007159	(BP)leukocyte cell-cell adhesion	5/52	419/18870	0.00581617314491629	0.0270462027055528	0.0154170476300153	IL6/PPARA/IL1A/IL18/TNF	5
Biological Process	GO:0015833	(BP)peptide transport	4/52	262/18870	0.00583220689716632	0.0270462027055528	0.0154170476300153	IL6/NOS2/EDN1/TNF	4
Biological Process	GO:0090068	(BP)positive regulation of cell cycle process	4/52	262/18870	0.00583220689716632	0.0270462027055528	0.0154170476300153	IL1A/EDN1/CYP1A1/TNF	4
Biological Process	GO:0032733	(BP)positive regulation of interleukin-10 production	2/52	42/18870	0.00597652067873822	0.0274679823158973	0.0156574731127658	IL6/TLR4	2
Biological Process	GO:0042092	(BP)type 2 immune response	2/52	42/18870	0.00597652067873822	0.0274679823158973	0.0156574731127658	IL6/IL18	2
Biological Process	GO:0042119	(BP)neutrophil activation	2/52	42/18870	0.00597652067873822	0.0274679823158973	0.0156574731127658	IL18/TNF	2
Biological Process	GO:0140467	(BP)integrated stress response signaling	2/52	42/18870	0.00597652067873822	0.0274679823158973	0.0156574731127658	EIF2S1/EIF2AK3	2
Biological Process	GO:0043122	(BP)regulation of canonical NF-kappaB signal transduction	4/52	265/18870	0.00606880549828412	0.0278300011602828	0.0158638333855041	HMOX1/IL1A/TLR4/TNF	4
Biological Process	GO:0050727	(BP)regulation of inflammatory response	5/52	425/18870	0.00617011185581774	0.028231689580286	0.0160928063607878	IL6/PPARA/IL18/TLR4/TNF	5
Biological Process	GO:0002702	(BP)positive regulation of production of molecular mediator of immune response	3/52	136/18870	0.00625435656175426	0.0283773110278209	0.0161758144198872	IL6/IL18/TLR4	3
Biological Process	GO:0034219	(BP)carbohydrate transmembrane transport	3/52	136/18870	0.00625435656175426	0.0283773110278209	0.0161758144198872	ABCB11/EDN1/TNF	3
Biological Process	GO:0002251	(BP)organ or tissue specific immune response	2/52	43/18870	0.00625706615183617	0.0283773110278209	0.0161758144198872	IL6/NOS2	2
Biological Process	GO:1904646	(BP)cellular response to amyloid-beta	2/52	43/18870	0.00625706615183617	0.0283773110278209	0.0161758144198872	TLR4/TNF	2
Biological Process	GO:0032868	(BP)response to insulin	4/52	269/18870	0.00639413095299325	0.0289351991916772	0.016493825361683	MAPK1/PPARA/MAPK3/GOT1	4
Biological Process	GO:0043506	(BP)regulation of JUN kinase activity	2/52	44/18870	0.00654352847795276	0.0293532138041498	0.0167321046965195	EDN1/TNF	2
Biological Process	GO:0045022	(BP)early endosome to late endosome transport	2/52	44/18870	0.00654352847795276	0.0293532138041498	0.0167321046965195	MAPK1/MAPK3	2
Biological Process	GO:0071526	(BP)semaphorin-plexin signaling pathway	2/52	44/18870	0.00654352847795276	0.0293532138041498	0.0167321046965195	EDN1/GDNF	2
Biological Process	GO:1903426	(BP)regulation of reactive oxygen species biosynthetic process	2/52	44/18870	0.00654352847795276	0.0293532138041498	0.0167321046965195	PPARA/TLR4	2
Biological Process	GO:0043467	(BP)regulation of generation of precursor metabolites and energy	3/52	139/18870	0.00664218643926798	0.029731004083593	0.0169474551024801	PPARA/NOS2/TNF	3
Biological Process	GO:0070555	(BP)response to interleukin-1	3/52	140/18870	0.00677458214139679	0.0301923476821125	0.0172104331001536	IL6/MAPK3/EDN1	3
Biological Process	GO:0071902	(BP)positive regulation of protein serine/threonine kinase activity	3/52	140/18870	0.00677458214139679	0.0301923476821125	0.0172104331001536	TLR4/EDN1/TNF	3
Biological Process	GO:0031641	(BP)regulation of myelination	2/52	45/18870	0.00683587420954524	0.030334191804857	0.0172912879846709	EIF2AK3/TNF	2
Biological Process	GO:1905521	(BP)regulation of macrophage migration	2/52	45/18870	0.00683587420954524	0.030334191804857	0.0172912879846709	MAPK1/MAPK3	2
Biological Process	GO:1903039	(BP)positive regulation of leukocyte cell-cell adhesion	4/52	275/18870	0.00690359977507906	0.0305250958070187	0.0174001082921326	IL6/IL1A/IL18/TNF	4
Biological Process	GO:0001101	(BP)response to acid chemical	3/52	141/18870	0.00690854523849962	0.0305250958070187	0.0174001082921326	EIF2S1/EDN1/TNF	3
Biological Process	GO:0018108	(BP)peptidyl-tyrosine phosphorylation	4/52	276/18870	0.00699105144308828	0.0308235009021815	0.0175702070529549	IL6/MAPK3/IL18/TNF	4
Biological Process	GO:0043405	(BP)regulation of MAP kinase activity	3/52	142/18870	0.00704408033649415	0.0309895573765494	0.0176648636153741	TLR4/EDN1/TNF	3
Biological Process	GO:0006984	(BP)ER-nucleus signaling pathway	2/52	46/18870	0.00713407003228965	0.0309895573765494	0.0176648636153741	EIF2S1/EIF2AK3	2
Biological Process	GO:0031018	(BP)endocrine pancreas development	2/52	46/18870	0.00713407003228965	0.0309895573765494	0.0176648636153741	IL6/EIF2AK3	2
Biological Process	GO:0051972	(BP)regulation of telomerase activity	2/52	46/18870	0.00713407003228965	0.0309895573765494	0.0176648636153741	MAPK1/MAPK3	2
Biological Process	GO:0055078	(BP)sodium ion homeostasis	2/52	46/18870	0.00713407003228965	0.0309895573765494	0.0176648636153741	IL1A/EDN1	2
Biological Process	GO:0070849	(BP)response to epidermal growth factor	2/52	46/18870	0.00713407003228965	0.0309895573765494	0.0176648636153741	MAPK1/MAPK3	2
Biological Process	GO:1902622	(BP)regulation of neutrophil migration	2/52	46/18870	0.00713407003228965	0.0309895573765494	0.0176648636153741	IL1A/EDN1	2
