Database	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Disease Ontology	DOID:2277	(DO)gonadal disease	15/357	143/10312	0.000124798999128193	0.000793934058283611	0.000500314016661737	PROKR2/GNRHR/KISS1R/POMC/GNRH1/PPARG/LHCGR/PROK2/RXFP2/MC4R/TAC3/TACR3/KISS1/EDN1/FSHR	15
Disease Ontology	DOID:14115	(DO)toxic shock syndrome	8/357	45/10312	0.000133889463797905	0.000845766542441696	0.000532977331797443	REN/ADM/ADRB2/ADRBK1/MC2R/CCKBR/TBXA2R/IDO1	8
Disease Ontology	DOID:2789	(DO)parasitic protozoa infectious disease	17/357	178/10312	0.00014433291150013	0.000905360990318999	0.000570532009389547	SLC6A4/CCR5/CCL5/P2RY1/ADRB2/CXCL10/IL8/CHRM2/TAC1/ADORA2A/C5AR1/SAA1/CXCL9/GNAS/CYP2C19/EDN1/CCR3	17
Disease Ontology	DOID:635	(DO)acquired immunodeficiency syndrome	11/357	85/10312	0.000157504101612475	0.000981119299627707	0.000618272679575285	CCR2/CCR5/CCL5/CXCR6/CXCL10/CXCL11/GSK3B/CYP3A4/CXCL12/CXCR4/IDO1	11
Disease Ontology	DOID:2621	(DO)autonomic nervous system neoplasm	28/357	386/10312	0.000171316367688049	0.00105253960148069	0.00066327966437262	NPY/SNAP25/SYT1/PIK3CA/SLC6A3/PROK1/PIK3R1/NTRK2/APP/CXCR5/PTAFR/P2RY6/TAC1/GSK3B/GALR2/NPY2R/ARHGEF25/SSTR2/DDC/COMT/VIP/GNAS/TACR2/CXCL12/ADCYAP1R1/CXCR4/OPRM1/ADCYAP1	28
Disease Ontology	DOID:769	(DO)neuroblastoma	28/357	386/10312	0.000171316367688049	0.00105253960148069	0.00066327966437262	NPY/SNAP25/SYT1/PIK3CA/SLC6A3/PROK1/PIK3R1/NTRK2/APP/CXCR5/PTAFR/P2RY6/TAC1/GSK3B/GALR2/NPY2R/ARHGEF25/SSTR2/DDC/COMT/VIP/GNAS/TACR2/CXCL12/ADCYAP1R1/CXCR4/OPRM1/ADCYAP1	28
Disease Ontology	DOID:520	(DO)aortic disease	13/357	116/10312	0.000180703064269463	0.00110265747380754	0.000694862481293962	KNG1/AGTR1/ADM/PPARG/CCR5/VCAM1/PTGER4/CXCL10/IL8/P2RY12/CXCL9/AGT/CXCR3	13
Disease Ontology	DOID:1192	(DO)peripheral nervous system neoplasm	29/357	409/10312	0.000194045560888652	0.00117607343322379	0.000741127071103886	NPY/SNAP25/SYT1/PIK3CA/SLC6A3/PROK1/PIK3R1/NTRK2/APP/CXCR5/PTAFR/CXCR6/P2RY6/TAC1/GSK3B/GALR2/NPY2R/ARHGEF25/SSTR2/DDC/COMT/VIP/GNAS/TACR2/CXCL12/ADCYAP1R1/CXCR4/OPRM1/ADCYAP1	29
Disease Ontology	DOID:4481	(DO)allergic rhinitis	13/357	117/10312	0.000197060402238141	0.00118633007253431	0.00074759050513516	BDKRB1/ADM/CCL5/VCAM1/F2RL1/TACR1/IL8/TAC1/CALCA/VIP/CYSLTR1/EDN1/CCR3	13
Disease Ontology	DOID:399	(DO)tuberculosis	18/357	201/10312	0.000209421889269516	0.00124571064891284	0.000785010407165632	LTA4H/MC3R/C3/PPARG/CCR2/CCR5/CCL5/P2RY1/CXCL10/IL8/CXCR2/CALCA/CCL20/CXCL9/CYP2C19/AGTR2/CXCR4/IDO1	18
Disease Ontology	DOID:11400	(DO)pyelonephritis	6/357	26/10312	0.000211090321777872	0.00124571064891284	0.000785010407165632	ADM/CXCR1/CXCL10/IL8/CXCR2/CALCA	6
Disease Ontology	DOID:2744	(DO)pyelitis	6/357	26/10312	0.000211090321777872	0.00124571064891284	0.000785010407165632	ADM/CXCR1/CXCL10/IL8/CXCR2/CALCA	6
Disease Ontology	DOID:12361	(DO)Graves' disease	12/357	103/10312	0.000220790416377628	0.00128313907088523	0.000808596703708698	PPARG/CCR5/CCL5/TSHR/CXCR6/ADRB2/CXCL10/IL8/CXCL9/GNAS/CXCR3/EDN1	12
Disease Ontology	DOID:1575	(DO)rheumatic disease	20/357	238/10312	0.000223154621023518	0.00128313907088523	0.000808596703708698	C3/CCR7/AGTR1/CCR2/CXCL16/CXCL5/CXCR6/CXCL10/CCR6/CCL20/CYP2D6/TOP1/CXCL9/AGT/PARP1/XCL1/CXCR3/HTR2A/EDN1/CXCR4	20
Disease Ontology	DOID:418	(DO)systemic scleroderma	20/357	238/10312	0.000223154621023518	0.00128313907088523	0.000808596703708698	C3/CCR7/AGTR1/CCR2/CXCL16/CXCL5/CXCR6/CXCL10/CCR6/CCL20/CYP2D6/TOP1/CXCL9/AGT/PARP1/XCL1/CXCR3/HTR2A/EDN1/CXCR4	20
Disease Ontology	DOID:419	(DO)scleroderma	20/357	238/10312	0.000223154621023518	0.00128313907088523	0.000808596703708698	C3/CCR7/AGTR1/CCR2/CXCL16/CXCL5/CXCR6/CXCL10/CCR6/CCL20/CYP2D6/TOP1/CXCL9/AGT/PARP1/XCL1/CXCR3/HTR2A/EDN1/CXCR4	20
Disease Ontology	DOID:9743	(DO)diabetic neuropathy	9/357	61/10312	0.000227971627945357	0.00130248758131838	0.00082078956893501	BDKRB1/NPY/ALDH2/CCL5/VCAM1/PARP1/CNR1/EDN1/ADRA2B	9
Disease Ontology	DOID:0080809	(DO)chronic asthma	10/357	75/10312	0.000243406341523668	0.00138187017940968	0.000870814159881477	CYSLTR2/CCL5/TACR1/CALCA/CCR9/NPSR1/XCL1/EDN1/TBXA2R/CCR3	10
Disease Ontology	DOID:11446	(DO)sciatic neuropathy	13/357	120/10312	0.000253973517512254	0.00143279399502196	0.00090290485868309	BDKRB1/C3/NTS/CRH/CCL5/MC4R/PTAFR/BDKRB2/GSK3B/OPRL1/HRH3/AGT/CNR2	13
Disease Ontology	DOID:9500	(DO)leukocyte disease	13/357	121/10312	0.000275829454723635	0.00154636888054438	0.000974476428859158	CFTR/C5/CHRM3/CCL5/CXCR1/PTAFR/IL8/C5AR1/CCL28/XCL1/CXCR3/EDNRB/CXCR4	13
Disease Ontology	DOID:2316	(DO)brain ischemia	24/357	318/10312	0.000279045270150159	0.0015546807908366	0.000979714351556951	GHSR/C3/ANXA1/GAL/AGTR1/CRH/PPARG/CCR5/PTAFR/PRL/PTGER4/CXCL10/F2R/CCR6/CCL20/LPAR1/DRD2/AGT/PARP1/VIP/HRH2/EDN1/CXCL12/OPRM1	24
Disease Ontology	DOID:5679	(DO)retinal disease	25/357	338/10312	0.000284404632396874	0.00157475898308639	0.000992367040916967	UTS2/BDKRB1/GRM6/APLNR/KNG1/REN/ADM/SST/PPARG/CCR2/CCR5/CCL5/VCAM1/APLN/CXCL10/IL8/PLCB4/ADRB3/AGT/OPN4/EDNRB/GNB1/EDN1/CXCL12/RIMS1	25
Disease Ontology	DOID:0060005	(DO)autoimmune disease of endocrine system	13/357	122/10312	0.000299272576474502	0.00164691718464802	0.00103783902852313	GHRH/PPARG/CCR5/CCL5/TSHR/CXCR6/ADRB2/CXCL10/IL8/CXCL9/GNAS/CXCR3/EDN1	13
Disease Ontology	DOID:349	(DO)systemic mastocytosis	7/357	39/10312	0.000331893248771444	0.00181529417163406	0.00114394527978347	CFTR/CHRM3/CCL5/CXCR1/IL8/CXCR3/CXCR4	7
Disease Ontology	DOID:11714	(DO)gestational diabetes	10/357	78/10312	0.000337042303190107	0.00182124666241883	0.00114769636533347	UTS2/IAPP/APLNR/PPARG/APLN/UTS2D/ADRB3/SAA1/GIP/HTR2A	10
Disease Ontology	DOID:13141	(DO)uveitis	10/357	78/10312	0.000337042303190107	0.00182124666241883	0.00114769636533347	C3/ANXA1/POMC/ADM/CCR2/CCR5/CCL5/CCR1/CXCL10/VIP	10
Disease Ontology	DOID:9744	(DO)type 1 diabetes mellitus	17/357	192/10312	0.000357181394996301	0.00191851324138732	0.00120899091782549	IAPP/C3/ALDH2/GAL/PTH/CCR2/CCR5/CCL5/VCAM1/PPBP/SLC18A2/CXCL10/IL8/ADRB1/EDN1/AVP/CXCL12	17
Disease Ontology	DOID:0080855	(DO)Parkinsonism	9/357	65/10312	0.000372100811267675	0.00198622926632814	0.00125166357568293	SLC6A4/SLC6A3/GRM8/COMT/DRD2/VIP/CNR1/DRD3/ADCYAP1	9
Disease Ontology	DOID:8947	(DO)diabetic retinopathy	15/357	158/10312	0.000375349161416507	0.00198622926632814	0.00125166357568293	UTS2/BDKRB1/APLNR/REN/ADM/PPARG/CCL5/VCAM1/APLN/CXCL10/IL8/ADRB3/AGT/EDN1/CXCL12	15
Disease Ontology	DOID:14654	(DO)prostatitis	5/357	19/10312	0.000376431410563861	0.00198622926632814	0.00125166357568293	CXCL6/CXCL3/CXCL5/CXCL1/CXCL2	5
Disease Ontology	DOID:0080014	(DO)chromosomal disease	17/357	193/10312	0.00037956527409483	0.00199105292902376	0.00125470330679547	PROKR2/GNRHR/KISS1R/C3/SNAP25/HTR2C/GNRH1/APP/HCRT/PROK2/TAC3/TACR3/EDNRA/MAOA/COMT/CNR2/EDNRB	17
Disease Ontology	DOID:0060001	(DO)withdrawal disorder	4/357	11/10312	0.000384220649054518	0.00199217296070464	0.00125540911799377	OPRK1/CRH/DRD1/PTGER3	4
Disease Ontology	DOID:10914	(DO)amnestic disorder	4/357	11/10312	0.000384220649054518	0.00199217296070464	0.00125540911799377	SLC6A4/HTR7/HRH3/DRD3	4
Disease Ontology	DOID:1712	(DO)aortic valve stenosis	7/357	40/10312	0.000390509672695753	0.00201314469200052	0.00126862488951978	APLNR/PTH/APLN/ADRB1/CNR1/AGTR2/CNR2	7
Disease Ontology	DOID:1875	(DO)impotence	7/357	41/10312	0.000457120465963231	0.00232975601118761	0.00146814408027665	P2RY1/P2RY2/ADRBK1/EDNRA/AGT/CNR1/EDN1	7
Disease Ontology	DOID:9446	(DO)cholangitis	7/357	41/10312	0.000457120465963231	0.00232975601118761	0.00146814408027665	CFTR/GNRHR/PPARG/CCR5/CCL5/CXCL16/CXCL2	7
Disease Ontology	DOID:9360	(DO)intrinsic asthma	5/357	20/10312	0.000487782182998429	0.00247198089350051	0.0015577700402626	CYSLTR2/CCL5/TACR1/TBXA2R/CCR3	5
Disease Ontology	DOID:0080600	(DO)COVID-19	10/357	82/10312	0.000506979794417858	0.00255483637973494	0.00160998314371608	C3/CCL27/AGTR1/CCL5/CXCL16/CXCL10/IL8/CALCA/CXCL9/CXCL2	10
Disease Ontology	DOID:12930	(DO)dilated cardiomyopathy	19/357	235/10312	0.000517412869454992	0.00259284549665435	0.00163393537722629	AGTR1/GNAQ/CXCL3/PTGER4/ADRB2/ADORA1/EDNRA/CHRM2/ADRB3/AGT/ADRB1/CYP2C19/AGTR2/CXCR3/EDNRB/EDN1/CXCL1/ADRA2C/CXCL2	19
Disease Ontology	DOID:3627	(DO)aortic aneurysm	12/357	113/10312	0.000523530489466701	0.00260892693917573	0.00164406943183403	KNG1/AGTR1/ADM/PPARG/CCR5/PTGER4/CXCL10/IL8/P2RY12/CXCL9/AGT/CXCR3	12
Disease Ontology	DOID:47	(DO)prostate disease	8/357	55/10312	0.000559580650305755	0.0027632777055767	0.00174133676922453	CFTR/CXCL6/GHRH/GNRH1/CXCL3/CXCL5/CXCL1/CXCL2	8
Disease Ontology	DOID:3614	(DO)Kallmann syndrome	4/357	12/10312	0.000560665041711214	0.0027632777055767	0.00174133676922453	PROKR2/GNRHR/GNRH1/PROK2	4
Disease Ontology	DOID:3454	(DO)brain infarction	18/357	220/10312	0.000627466959209576	0.00307561673448628	0.00193816368763614	GHSR/NPY/C3/APLNR/ANXA1/ALDH2/CRH/ADM/APP/CXCL10/ADH1B/ADORA1/P2RY2/GSK3B/AGT/PARP1/CXCR3/TBXA2R	18
Disease Ontology	DOID:2462	(DO)retinal vascular disease	15/357	166/10312	0.000634427804990789	0.0030928355493301	0.00194901448100717	UTS2/BDKRB1/APLNR/REN/ADM/PPARG/CCL5/VCAM1/APLN/CXCL10/IL8/ADRB3/AGT/EDN1/CXCL12	15
Disease Ontology	DOID:2799	(DO)bronchiolitis obliterans	6/357	32/10312	0.000697196222587447	0.00338045952249157	0.00213026669433547	CCL5/CXCL10/IL8/CXCL11/CXCL9/EDN1	6
Disease Ontology	DOID:12326	(DO)chronic pulmonary heart disease	4/357	13/10312	0.000787861465498419	0.00377920713664215	0.00238154577524712	SLC6A4/PPARG/ADORA2A/VIP	4
Disease Ontology	DOID:14557	(DO)primary pulmonary hypertension	4/357	13/10312	0.000787861465498419	0.00377920713664215	0.00238154577524712	SLC6A4/PPARG/ADORA2A/VIP	4
Disease Ontology	DOID:3480	(DO)uveal disease	10/357	87/10312	0.000813743802657954	0.00388259676055417	0.00244669889153035	C3/ANXA1/POMC/ADM/CCR2/CCR5/CCL5/CCR1/CXCL10/VIP	10
Disease Ontology	DOID:10575	(DO)calcium metabolism disease	6/357	33/10312	0.00082763517660279	0.00392798282228943	0.00247529985984794	GNA11/PTH/PTH1R/CALCA/PTHLH/CASR	6
Disease Ontology	DOID:48	(DO)male reproductive system disease	23/357	324/10312	0.000873728441946321	0.00412491796013605	0.00259940262230014	CFTR/OXT/CXCL6/GNRHR/GHRH/GNRH1/CCR5/CCL5/CXCL3/CXCL5/P2RY1/IL8/P2RY2/ADRBK1/EDNRA/OXTR/AGT/CNR1/HTR2A/EDN1/CXCL1/FSHR/CXCL2	23
Disease Ontology	DOID:1398	(DO)parasitic infectious disease	17/357	208/10312	0.000892726040000745	0.00417070446812848	0.00262825594013377	SLC6A4/CCR5/CCL5/P2RY1/ADRB2/CXCL10/IL8/CHRM2/TAC1/ADORA2A/C5AR1/SAA1/CXCL9/GNAS/CYP2C19/EDN1/CCR3	17
Disease Ontology	DOID:630	(DO)genetic disease	17/357	208/10312	0.000892726040000745	0.00417070446812848	0.00262825594013377	PROKR2/GNRHR/KISS1R/C3/SNAP25/HTR2C/GNRH1/APP/HCRT/PROK2/TAC3/TACR3/EDNRA/MAOA/COMT/CNR2/EDNRB	17
Disease Ontology	DOID:350	(DO)mastocytosis	7/357	46/10312	0.000938255725222376	0.0043607014794014	0.00274798649819698	CFTR/CHRM3/CCL5/CXCR1/IL8/CXCR3/CXCR4	7
Disease Ontology	DOID:62	(DO)aortic valve disease	8/357	60/10312	0.00101197568850426	0.00467908346695013	0.00294862151235372	APLNR/PTH/APLN/ADRB1/CNR1/AGTR2/CNR2/EDN1	8
Disease Ontology	DOID:13250	(DO)diarrhea	7/357	47/10312	0.00107027055039009	0.00491104507344999	0.00309479693063738	CFTR/SLC6A4/IL8/TAC1/HTR3E/HTR3A/GNAS	7
Disease Ontology	DOID:656	(DO)adrenal adenoma	4/357	14/10312	0.00107309346086533	0.00491104507344999	0.00309479693063738	GNRHR/LHCGR/BDKRB2/EDN1	4
Disease Ontology	DOID:1824	(DO)status epilepticus	12/357	123/10312	0.00111880957964102	0.00509427509105582	0.00321026312726278	GHSR/NPY/SSTR4/CCR5/CXCL3/GSK3B/HRH3/CNR1/CXCL1/CXCL12/RGS4/CXCL2	12
Disease Ontology	DOID:0080008	(DO)ischemic bone disease	8/357	61/10312	0.00113031592406033	0.00512067365597027	0.00322689873057095	SLC6A4/SLC6A3/NTRK2/PPARG/COMT/DRD2/HTR1B/HTR2A	8
Disease Ontology	DOID:0080998	(DO)acute necrotizing pancreatitis	6/357	35/10312	0.00114425472851967	0.00515777131398064	0.00325027658934179	CXCL3/TACR1/CALCA/CXCL1/ADCYAP1/CXCL2	6
Disease Ontology	DOID:4138	(DO)bile duct disease	16/357	195/10312	0.0012039681687704	0.00539979723693524	0.0034027942454195	CFTR/GNRHR/CRH/ADM/PPARG/CCR5/CCL5/CXCL16/CXCL10/IL8/TAC1/F2R/SLC22A2/MAOB/EDN1/CXCL2	16
Disease Ontology	DOID:9741	(DO)biliary tract disease	16/357	197/10312	0.0013403596701589	0.00598160509518673	0.00376943253666053	CFTR/GNRHR/CRH/ADM/PPARG/CCR5/CCL5/CXCL16/CXCL10/IL8/TAC1/F2R/SLC22A2/MAOB/EDN1/CXCL2	16
Disease Ontology	DOID:10459	(DO)common cold	5/357	25/10312	0.00144973431233927	0.00640596885797206	0.0040368541650308	CXCL5/CXCL10/IL8/CXCR2/CXCL1	5
Disease Ontology	DOID:1825	(DO)childhood absence epilepsy	5/357	25/10312	0.00144973431233927	0.00640596885797206	0.0040368541650308	NPY/NPY2R/HTR7/NPY5R/NPY1R	5
Disease Ontology	DOID:1679	(DO)cystitis	7/357	50/10312	0.00155540836262204	0.00683922206505867	0.00430987766113537	VCAM1/PTGER4/TACR1/ADRB2/CXCR3/ADCYAP1R1/ADCYAP1	7
Disease Ontology	DOID:2921	(DO)glomerulonephritis	18/357	240/10312	0.00170369985517623	0.00745472570777111	0.00469775004995962	BDKRB1/RGS2/C3/AGTR1/ADM/PPARG/CXCL16/VCAM1/CXCR1/PTAFR/CXCR2/CCR6/PTGER3/CCL20/AGT/XCL1/AGTR2/EDN1	18
Disease Ontology	DOID:0050704	(DO)childhood electroclinical syndrome	5/357	26/10312	0.00174464954818723	0.00759684778992205	0.00478731122829096	NPY/NPY2R/HTR7/NPY5R/NPY1R	5
Disease Ontology	DOID:12700	(DO)hyperprolactinemia	4/357	16/10312	0.00184687237318055	0.00800311361711572	0.00504332806711394	SLC6A3/PTH/PRL/DRD2	4
Disease Ontology	DOID:870	(DO)neuropathy	29/357	472/10312	0.00192230115588018	0.00828992373473329	0.00522406741248815	BDKRB1/NPY/C3/SNAP25/NTS/SYT1/ALDH2/GAL/SLC6A3/CRH/APP/CCR5/CCL5/HCRT/VCAM1/MC4R/PTAFR/CHRM1/BDKRB2/GSK3B/OPRL1/HRH3/AGT/PARP1/CNR1/CNR2/EDN1/ADRA2B/RGS4	29
Disease Ontology	DOID:10247	(DO)pleurisy	5/357	27/10312	0.00208125838445078	0.00888994652786835	0.00560218422280737	BDKRB1/ANXA1/PTAFR/BDKRB2/CXCL2	5
Disease Ontology	DOID:841	(DO)extrinsic allergic alveolitis	5/357	27/10312	0.00208125838445078	0.00888994652786835	0.00560218422280737	CCL5/CXCL10/CXCL9/CXCR3/CCR3	5
Disease Ontology	DOID:0050700	(DO)cardiomyopathy	28/357	454/10312	0.00216958490779143	0.00922330645634555	0.0058122578971514	UTS2/HTR2B/AGTR1/ADM/GNAQ/PPARG/CXCL3/TSHR/PTGER4/ADRB2/CXCL10/ADORA1/EDNRA/CHRM2/UTS2R/ADRB3/AGT/ADRB1/CYP2C19/AGTR2/EDN2/CXCR3/EDNRB/EDN1/CXCL1/ADRA2C/CASR/CXCL2	28
Disease Ontology	DOID:11832	(DO)visual epilepsy	12/357	133/10312	0.00219226779048117	0.00927577456632835	0.00584532176508634	NPY/SYT1/APP/CCR5/CCL5/TACR3/NPY5R/HRH3/GRM8/NPY1R/VIP/DRD3	12
Disease Ontology	DOID:0050032	(DO)mineral metabolism disease	6/357	40/10312	0.00233987169105339	0.00980390283977457	0.00617813275240151	GNA11/PTH/PTH1R/CALCA/PTHLH/CASR	6
Disease Ontology	DOID:446	(DO)primary hyperaldosteronism	4/357	17/10312	0.00234987637742646	0.00980390283977457	0.00617813275240151	REN/CRH/DRD2/GNAS	4
Disease Ontology	DOID:678	(DO)progressive supranuclear palsy	4/357	17/10312	0.00234987637742646	0.00980390283977457	0.00617813275240151	CHRM1/CHRM2/CRHR1/CHRM4	4
Disease Ontology	DOID:0060036	(DO)intrinsic cardiomyopathy	24/357	371/10312	0.00239962797914908	0.00996512174674408	0.00627972819104802	UTS2/HTR2B/AGTR1/ADM/GNAQ/CXCL3/PTGER4/ADRB2/ADORA1/EDNRA/CHRM2/UTS2R/ADRB3/AGT/ADRB1/CYP2C19/AGTR2/EDN2/CXCR3/EDNRB/EDN1/CXCL1/ADRA2C/CXCL2	24
Disease Ontology	DOID:12217	(DO)Lewy body dementia	7/357	54/10312	0.00245052519037288	0.0100877031826127	0.00635697542576189	SLC6A3/APP/HCRT/CCR1/SLC18A2/HTR1A/CYP2D6	7
Disease Ontology	DOID:0060061	(DO)primary cutaneous T-cell non-Hodgkin lymphoma	5/357	28/10312	0.0024628840546178	0.0100877031826127	0.00635697542576189	CCL21/CXCL13/CCL19/CCR6/CCL20	5
Disease Ontology	DOID:13976	(DO)peptic esophagitis	5/357	28/10312	0.0024628840546178	0.0100877031826127	0.00635697542576189	CCL5/CXCR1/IL8/CXCR2/CYP2C19	5
Disease Ontology	DOID:11476	(DO)osteoporosis	12/357	136/10312	0.00264293517691165	0.0107759675167716	0.00679069947369166	POMC/PTH/RXFP2/PTGER4/CALCA/CYP3A4/CALCR/CNR1/CNR2/PTHLH/CXCR4/ALDH7A1	12
Disease Ontology	DOID:0080011	(DO)bone resorption disease	12/357	137/10312	0.00280890949156257	0.0114008679363422	0.00718449343638533	POMC/PTH/RXFP2/PTGER4/CALCA/CYP3A4/CALCR/CNR1/CNR2/PTHLH/CXCR4/ALDH7A1	12
Disease Ontology	DOID:4724	(DO)brain edema	5/357	29/10312	0.00289287470502445	0.0116887775243555	0.0073659256358375	C5/AVPR1A/F2R/EDN1/CXCL2	5
Disease Ontology	DOID:8515	(DO)Cor pulmonale	4/357	18/10312	0.00293972386770342	0.0118248085620178	0.00745164841612809	SLC6A4/PPARG/ADORA2A/VIP	4
Disease Ontology	DOID:0050749	(DO)peripheral T-cell lymphoma	5/357	30/10312	0.00337458968052369	0.0135134238545971	0.00851576437237415	CCL21/CXCL13/CCL19/CCR6/CCL20	5
Disease Ontology	DOID:76	(DO)stomach disease	9/357	89/10312	0.00357931080185322	0.0142695190633882	0.00899223345307687	PTH/SST/IL8/LTB4R/GAST/CALCA/CCL20/CYP2C19/CYSLTR1	9
Disease Ontology	DOID:11716	(DO)prediabetes syndrome	4/357	19/10312	0.00362326852294063	0.014380848960521	0.00906239029724787	CCR2/CALCA/AGT/GCG	4
Disease Ontology	DOID:2913	(DO)acute pancreatitis	7/357	58/10312	0.00369780101772855	0.0146120154753414	0.00920806467201591	MTNR1B/CXCL3/TACR1/CALCA/CXCL1/ADCYAP1/CXCL2	7
Disease Ontology	DOID:1883	(DO)hepatitis C	18/357	258/10312	0.00373167840223192	0.0146812084508861	0.0092516680609351	CCL21/PIK3CA/PPARG/CCR2/CCR5/CCL5/CCR1/CXCL10/IL8/CXCL11/HTR1A/F2R/VIPR1/SAA1/CYP2D6/CNR1/CXCR3/IDO1	18
Disease Ontology	DOID:12365	(DO)malaria	11/357	125/10312	0.00400744721357294	0.0156972932339516	0.00989197496524325	CCL5/P2RY1/ADRB2/CXCL10/ADORA2A/C5AR1/SAA1/CXCL9/GNAS/CYP2C19/EDN1	11
Disease Ontology	DOID:3526	(DO)cerebral infarction	15/357	200/10312	0.00403087087415091	0.0157203964091885	0.00990653391038461	GHSR/NPY/C3/ANXA1/CRH/APP/CXCL10/ADH1B/ADORA1/P2RY2/GSK3B/AGT/PARP1/CXCR3/TBXA2R	15
Disease Ontology	DOID:1803	(DO)neuritis	3/357	10/10312	0.00411828061568345	0.0159228349666726	0.0100341047668875	APP/CCR5/HCRT	3
Disease Ontology	DOID:823	(DO)periapical periodontitis	3/357	10/10312	0.00411828061568345	0.0159228349666726	0.0100341047668875	CCR2/CXCR2/CCR3	3
Disease Ontology	DOID:0060224	(DO)atrial fibrillation	6/357	45/10312	0.00429577881495783	0.0163970791362433	0.010332959568342	REN/AGTR1/PTH/APLN/AGT/EDN1	6
Disease Ontology	DOID:4780	(DO)anti-basement membrane glomerulonephritis	6/357	45/10312	0.00429577881495783	0.0163970791362433	0.010332959568342	AGTR1/CCL5/AGT/XCL1/XCL2/CXCL12	6
Disease Ontology	DOID:9808	(DO)Goodpasture syndrome	6/357	45/10312	0.00429577881495783	0.0163970791362433	0.010332959568342	AGTR1/CCL5/AGT/XCL1/XCL2/CXCL12	6
Disease Ontology	DOID:8544	(DO)chronic fatigue syndrome	4/357	20/10312	0.00440714010792618	0.0166801885097459	0.0105113668130418	SLC6A4/REN/CXCL9/HTR2A	4
Disease Ontology	DOID:9719	(DO)neovascular inflammatory vitreoretinopathy	4/357	20/10312	0.00440714010792618	0.0166801885097459	0.0105113668130418	KNG1/IL8/EDNRB/EDN1	4
Disease Ontology	DOID:0060262	(DO)gallbladder disease	5/357	32/10312	0.00450660658417188	0.0169139167615154	0.0106586555194904	CFTR/VIPR2/CCKAR/CCK/MLN	5
Disease Ontology	DOID:10211	(DO)cholelithiasis	5/357	32/10312	0.00450660658417188	0.0169139167615154	0.0106586555194904	CFTR/VIPR2/CCKAR/CCK/MLN	5
Disease Ontology	DOID:3021	(DO)acute kidney failure	10/357	110/10312	0.00473709744453627	0.0177049016989543	0.0111571110864736	ANXA1/REN/PPARG/AVPR1A/PTAFR/PTGER4/ADRB2/UTS2R/PARP1/SLC22A2	10
Disease Ontology	DOID:12030	(DO)panuveitis	5/357	33/10312	0.00516356576409493	0.0191393326049304	0.0120610474785514	C3/CCR2/CCR5/CCL5/CCR1	5
Disease Ontology	DOID:874	(DO)bacterial pneumonia	5/357	33/10312	0.00516356576409493	0.0191393326049304	0.0120610474785514	CXCL3/ADRBK1/EDN1/CXCL1/CXCL2	5
Disease Ontology	DOID:11465	(DO)autonomic nervous system disease	4/357	21/10312	0.00529771184647485	0.0194756046159342	0.0122729562621095	PPY/NPY/GAST/GIP	4
Disease Ontology	DOID:9720	(DO)vitreous disease	4/357	21/10312	0.00529771184647485	0.0194756046159342	0.0122729562621095	KNG1/IL8/EDNRB/EDN1	4
Disease Ontology	DOID:13207	(DO)proliferative diabetic retinopathy	6/357	47/10312	0.00534513460447102	0.0194901859358151	0.012282144983316	APLNR/PPARG/VCAM1/APLN/EDN1/CXCL12	6
Disease Ontology	DOID:437	(DO)myasthenia gravis	6/357	47/10312	0.00534513460447102	0.0194901859358151	0.012282144983316	C3/CXCL13/ADRB2/CXCL10/CHRM1/CXCR3	6
Disease Ontology	DOID:4971	(DO)myelofibrosis	7/357	62/10312	0.00537724496225651	0.0195278895997736	0.0123059047293064	PTH/CXCR1/IL8/CXCR2/TAC1/CXCL12/CXCR4	7
Disease Ontology	DOID:11504	(DO)autonomic neuropathy	3/357	11/10312	0.00551855310316927	0.0198800888897303	0.0125278504181015	PPY/NPY/GAST	3
Disease Ontology	DOID:591	(DO)phobic disorder	3/357	11/10312	0.00551855310316927	0.0198800888897303	0.0125278504181015	HTR1A/ADORA2A/HTR2A	3
Disease Ontology	DOID:7693	(DO)abdominal aortic aneurysm	8/357	79/10312	0.00585029889578987	0.0208669132698967	0.0131497182725278	KNG1/AGTR1/ADM/PPARG/CCR5/IL8/P2RY12/AGT	8
Disease Ontology	DOID:896	(DO)metal metabolism disorder	8/357	79/10312	0.00585029889578987	0.0208669132698967	0.0131497182725278	GNA11/PTH/PNOC/TRH/GAST/GNAS/PTHLH/CASR	8
Disease Ontology	DOID:0050743	(DO)mature T-cell and NK-cell lymphoma	5/357	34/10312	0.00588553964022728	0.0208669132698967	0.0131497182725278	CCL21/CXCL13/CCL19/CCR6/CCL20	5
Disease Ontology	DOID:1724	(DO)duodenal ulcer	5/357	34/10312	0.00588553964022728	0.0208669132698967	0.0131497182725278	CFTR/SST/IL8/GAST/CYP2C19	5
Disease Ontology	DOID:1036	(DO)chronic leukemia	16/357	229/10312	0.00600414908920005	0.0212036288701277	0.0133619065930395	CCR7/CCL21/PIK3CA/REN/CXCL13/CXCR5/CCL19/F2R/LPAR1/AGT/LPAR3/LPAR4/CXCR3/CXCL12/LPAR2/CXCR4	16
Disease Ontology	DOID:3947	(DO)adrenal gland hyperfunction	4/357	22/10312	0.00630107260772053	0.0220235062913462	0.0138785693580389	REN/CRH/DRD2/GNAS	4
